section,customer_id,quarter,order_volume,revenue_gbp,lifetime_revenue_gbp,country,city,marketing_opt_in,email_domain
International,12540,Q1,3,2576.92,13400.24,Spain,Valencia,False,gmail.com
International,12540,Q2,3,3044.59,13400.24,Spain,Valencia,False,gmail.com
International,12540,Q3,6,3993.47,13400.24,Spain,Valencia,False,gmail.com
International,12540,Q4,4,2904.25,13400.24,Spain,Valencia,False,gmail.com
International,12409,Q1,0,0.0,11072.67,Switzerland,Thun,True,btinternet.com
International,12409,Q2,1,6207.08,11072.67,Switzerland,Thun,True,btinternet.com
International,12409,Q3,2,4865.59,11072.67,Switzerland,Thun,True,btinternet.com
International,12409,Q4,0,0.0,11072.67,Switzerland,Thun,True,btinternet.com
International,12451,Q1,1,2919.51,9035.52,Switzerland,Thun,False,btinternet.com
International,12451,Q2,1,2388.31,9035.52,Switzerland,Thun,False,btinternet.com
International,12451,Q3,0,0.0,9035.52,Switzerland,Thun,False,btinternet.com
International,12451,Q4,3,3727.7,9035.52,Switzerland,Thun,False,btinternet.com
International,12457,Q1,0,0.0,2363.23,Switzerland,Geneva,False,gmail.com
International,12457,Q2,3,1067.25,2363.23,Switzerland,Geneva,False,gmail.com
International,12457,Q3,3,1099.63,2363.23,Switzerland,Geneva,False,gmail.com
International,12457,Q4,1,196.35,2363.23,Switzerland,Geneva,False,gmail.com
